Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
WFL2009-D75-PC58/15-17,32100007S,GL,48.82,1.28,16.5,,,,9.79,,,0.18,8.47,12.39,,2.68,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,B
WFL2009-D75-PC58/15-17,32100007S,GL,49.04,1.27,16.51,,,,9.82,,,0.16,8.55,12.35,,2.7,0.13,0.13,,,,,,,,,,,,,0.117,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,I
WFL2009-D75-PC58/15-17,32100007S,GL,48.83,1.32,16.53,,,,9.8,,,0.18,8.32,12.43,,2.69,0.12,0.14,,,,,,,,,,,,,0.11,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,A
WFL2009-D75-PC58/15-17,32100007S,GL,49.33,1.28,16.53,,,,9.87,,,0.16,8.42,12.4,,2.65,0.11,0.14,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,D
WFL2009-D75-PC58/15-17,32100007S,GL,49.11,1.26,16.58,,,,9.74,,,0.17,8.69,12.27,,2.61,0.12,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,H
WFL2009-D75-PC58/15-17,32100007S,GL,48.96,1.33,16.59,,,,9.81,,,0.16,8.5,12.37,,2.67,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,E
WFL2009-D75-PC58/17-19,32100007T,GL,49.92,1.36,15.66,,,,10.23,,,0.18,8.25,12.44,,2.78,0.11,0.13,,,,,,,,,,,,,0.14,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,B
WFL2009-D75-PC58/17-19,32100007T,GL,49.68,1.34,16.21,,,,9.82,,,0.17,8.37,12.41,,2.7,0.13,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,H
WFL2009-D75-PC58/17-19,32100007T,GL,49.43,1.33,16.46,,,,9.78,,,0.17,8.25,12.42,,2.66,0.12,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,E
WFL2009-D75-PC58/17-19,32100007T,GL,49.14,1.28,16.52,,,,9.88,,,0.16,8.78,12.28,,2.67,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,A
WFL2009-D75-PC58/17-19,32100007T,GL,49.26,1.26,16.53,,,,9.74,,,0.15,8.73,12.3,,2.63,0.11,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,J
WFL2009-D75-PC58/17-19,32100007T,GL,49.31,1.29,16.56,,,,9.76,,,0.17,8.49,12.33,,2.61,0.12,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,I
WFL2009-D75-PC58/17-19,32100007T,GL,49.13,1.32,16.59,,,,9.79,,,0.18,8.45,12.34,,2.68,0.12,0.14,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,F
WFL2009-D75-PC58/17-19,32100007T,GL,49.38,1.32,16.61,,,,9.86,,,0.17,8.6,12.35,,2.66,0.11,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,C
WFL2009-D75-PC58/17-19,32100007T,GL,49.28,1.27,16.61,,,,9.88,,,0.16,8.78,12.22,,2.65,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,D
WFL2009-D75-PC58/17-19,32100007T,GL,49.28,1.27,16.64,,,,9.93,,,0.16,8.38,12.32,,2.67,0.12,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,G
WFL2009-D75-PC58/19-21,32100007U,GL,49.57,1.36,15.62,,,,10.23,,,0.18,8.13,12.4,,2.7,0.11,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,I
WFL2009-D75-PC58/19-21,32100007U,GL,50.1,1.33,15.75,,,,10.28,,,0.18,8.18,12.38,,2.71,0.13,0.13,,,,,,,,,,,,,0.14,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,G
WFL2009-D75-PC58/19-21,32100007U,GL,49.46,1.3,16.39,,,,9.86,,,0.18,8.73,12.33,,2.64,0.12,0.12,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,E
WFL2009-D75-PC58/19-21,32100007U,GL,49.29,1.28,16.44,,,,9.89,,,0.17,8.69,12.21,,2.62,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,D
WFL2009-D75-PC58/19-21,32100007U,GL,49.2,1.28,16.47,,,,9.84,,,0.16,8.78,12.3,,2.64,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,A
WFL2009-D75-PC58/19-21,32100007U,GL,49.25,1.31,16.52,,,,9.87,,,0.17,8.72,12.29,,2.61,0.11,0.14,,,,,,,,,,,,,0.11,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,J
WFL2009-D75-PC58/19-21,32100007U,GL,49.28,1.31,16.57,,,,9.96,,,0.19,8.36,12.28,,2.65,0.11,0.14,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,H
WFL2009-D75-PC58/19-21,32100007U,GL,49.36,1.26,16.58,,,,9.92,,,0.18,8.76,12.21,,2.62,0.12,0.14,,,,,,,,,,,,,0.11,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,B
WFL2009-D75-PC58/19-21,32100007U,GL,49.39,1.3,16.6,,,,9.98,,,0.17,8.42,12.43,,2.72,0.12,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,C
WFL2009-D75-PC58/19-21,32100007U,GL,49.24,1.32,16.68,,,,9.76,,,0.16,8.46,12.48,,2.67,0.13,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,F
WFL2009-D75-PC58/21-22,32100007V,GL,49.37,1.29,16.49,,,,9.69,,,0.17,8.73,12.1,,2.6,0.12,0.14,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,H
WFL2009-D75-PC58/21-22,32100007V,GL,49.27,1.28,16.5,,,,9.8,,,0.18,8.74,12.28,,2.61,0.12,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,G
WFL2009-D75-PC58/21-22,32100007V,GL,49.25,1.31,16.54,,,,9.78,,,0.16,8.72,12.25,,2.63,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,J
WFL2009-D75-PC58/21-22,32100007V,GL,49.17,1.33,16.6,,,,9.67,,,0.19,8.4,12.39,,2.62,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,E
WFL2009-D75-PC58/21-22,32100007V,GL,48.97,1.28,16.6,,,,9.75,,,0.18,8.69,12.17,,2.63,0.12,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,F
WFL2009-D75-PC58/21-22,32100007V,GL,49.05,1.27,16.63,,,,9.79,,,0.16,8.71,12.18,,2.65,0.12,0.12,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,A
WFL2009-D75-PC58/21-22,32100007V,GL,49.34,1.3,16.63,,,,9.88,,,0.17,8.38,12.29,,2.66,0.13,0.14,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,I
WFL2009-D75-PC58/21-22,32100007V,GL,49.22,1.31,16.64,,,,9.79,,,0.17,8.56,12.3,,2.63,0.11,0.12,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,B
WFL2009-D75-PC58/21-22,32100007V,GL,49.23,1.29,16.65,,,,9.58,,,0.17,8.66,12.28,,2.66,0.11,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,D
WFL2009-D75-PC58/21-22,32100007V,GL,49.34,1.27,16.65,,,,9.87,,,0.17,8.49,12.48,,2.67,0.12,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,C
WFL2009-D75-PC58/22-23,32100007W,GL,49.27,1.27,16.46,,,,9.78,,,0.17,8.76,12.32,,2.62,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,F
WFL2009-D75-PC58/22-23,32100007W,GL,49.24,1.27,16.49,,,,9.63,,,0.18,8.82,12.23,,2.65,0.12,0.13,,,,,,,,,,,,,0.11,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,A
WFL2009-D75-PC58/22-23,32100007W,GL,49.18,1.29,16.51,,,,9.7,,,0.16,8.67,12.36,,2.63,0.1,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,G
WFL2009-D75-PC58/22-23,32100007W,GL,49.1,1.29,16.53,,,,9.64,,,0.16,8.61,12.24,,2.63,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,H
WFL2009-D75-PC58/22-23,32100007W,GL,49.2,1.29,16.58,,,,9.83,,,0.18,8.32,12.59,,2.67,0.12,0.12,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,D
WFL2009-D75-PC58/22-23,32100007W,GL,49.14,1.27,16.58,,,,9.87,,,0.17,8.68,12.22,,2.63,0.12,0.12,,,,,,,,,,,,,0.11,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,B
WFL2009-D75-PC58/22-23,32100007W,GL,49.32,1.28,16.6,,,,9.66,,,0.17,8.33,12.37,,2.61,0.12,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,I
WFL2009-D75-PC58/22-23,32100007W,GL,49.46,1.26,16.6,,,,9.68,,,0.16,8.83,12.26,,2.61,0.13,0.14,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,E
WFL2009-D75-PC58/22-23,32100007W,GL,49.29,1.26,16.61,,,,9.83,,,0.15,8.39,12.32,,2.71,0.12,0.13,,,,,,,,,,,,,0.12,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,J
WFL2009-D75-PC58/22-23,32100007W,GL,49.08,1.33,16.61,,,,9.89,,,0.15,8.75,12.17,,2.66,0.13,0.13,,,,,,,,,,,,,0.13,,,,45.9,-130,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",EMP,WESTERNFLYER-DOC RICKETTS-2009 ,C
WFL2009-D75-R025,MBA00004Y,WR,49.18,1.53,15.15,,,,10.83,,,0.19,7.54,12.25,,2.79,0.25,0.14,,,,,,,,,,,,,,,,,45.94996,-130.02702,-1546,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",XRF,WESTERNFLYER-DOC RICKETTS-2009 , 
WFL2009-D75-R028, ,WR,49.33,1.53,15.02,,,,11.26,,,0.2,7.22,12.39,,2.75,0.18,0.12,,,,,,,,,,,,,,,,,45.950023,-130.027527,-1479.9,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",XRF,WESTERNFLYER-DOC RICKETTS-2009 , 
WFL2009-D75-R029, ,WR,49.56,1.51,14.46,,,,11.12,,,0.2,7.44,12.34,,2.71,0.19,0.13,,,,,,,,,,,,,,,,,45.950048,-130.028062,-1431.3,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",XRF,WESTERNFLYER-DOC RICKETTS-2009 , 
WFL2009-D79-R010, ,WR,49.46,1.53,14.7,,,,11.23,,,0.2,7.39,12.24,,2.75,0.16,0.13,,,,,,,,,,,,,,,,,45.94933,-129.976727,-1512.7,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DREYER, 2013",XRF,WESTERNFLYER-DOC RICKETTS-2009 , 
YAQ1971-019, ,WR,50.89,1.03,14.83,,,,,8.82,,0.17,7.77,11.89,,2.7,0.12,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-026, ,WR,50.41,1.24,15.31,,,,,10.8,,0.16,7.77,12.3,,2.38,0.34,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-027, ,WR,49.96,1.15,14.87,,,,,8.87,,0.17,7.9,12.77,,2.51,0.35,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-028, ,WR,53.08,1.03,14.69,,,,,8.77,,0.17,7.92,10.68,,2.58,0.15,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-031, ,WR,50.25,1.15,14.92,,,,,8.86,,0.17,7.61,12.61,,2.78,0.15,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-032, ,WR,49.64,1.11,14.97,,,,,8.67,,0.17,7.78,12.15,,2.78,0.12,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-034, ,WR,50.32,1.05,14.88,,,,,9,,0.18,8.01,11.89,,2.67,0.11,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-038A, ,WR,50.65,1.2,15.13,,,,,8.42,,0.17,7.77,12.24,,2.45,0.34,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1971-044, ,WR,54.24,1.11,14.93,,,,,9.42,,0.17,7.63,12.29,,2.64,0.1,,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1971 , 
YAQ1973-004-003, ,GL,51.05,1.95,15.29,,,,,11.02,,,6.87,10.28,,2.81,0.2,0.15,,,,,,,,,,,,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-004-005, ,GL,50.53,1.89,14.9,,,,,11.05,,,6.81,10.26,,2.77,0.17,0.15,,,,,,,,,,,,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-004-005, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-004-005, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.8,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-004-005, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.73,1538,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-004-006, ,GL,51.35,1.96,14.72,,,,,11.21,,,6.79,10.32,,2.86,0.18,0.21,,,,,,,,,,,,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-004-006, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-004-006, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.8,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-004-006, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.03,1579,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-004-008, ,GL,50.25,1.98,15.15,,,,,11.07,,,7.07,10.36,,2.82,0.2,0.18,,,,,,,,,,,,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-004-008, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-004-008, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-004-008, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.77,1519,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-004-009, ,GL,51.01,1.82,15.02,,,,,10.86,,,6.77,10.21,,2.77,0.2,0.12,,,,,,,,,,,,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-004-009, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-004-009, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-004-009, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,1553,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-004-015, ,GL,50.43,1.92,14.72,,,,,11.04,,,7.09,10.4,,2.8,0.19,0.16,,,,,,,,,,,,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-004-015, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-004-015, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.5,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-004-015, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.89,1533,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-004-016, ,GL,50.96,2,14.73,,,,,11.22,,,6.48,10.53,,2.9,0.2,0.18,,,,,,,,,,,,,,,,,44.18,-129.33,-2930,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-036, ,GL,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ITO, 1980",MS-ID,YAQ1973 , 
YAQ1973-036-001, ,WR,50.05,1.46,15.35,,,,,9.54,,0.17,7.61,11.57,,3.09,0.14,,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1973 , 
YAQ1973-036-002, ,WR,49.86,1.46,15.59,,,,,9.07,,0.17,7.12,11.72,,3.2,0.2,,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1973 , 
YAQ1973-036-002, ,GL,50.54,1.55,14.92,,,,,10.08,,,7.26,12.18,,2.98,0.13,0.11,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-036-004, ,WR,49.56,1.55,14.93,,,,,9.84,,0.18,7.4,11.5,,3.02,0.17,,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,YAQ1973 , 
YAQ1973-036-004, ,GL,50.51,1.53,15.08,,,,,9.98,,,7.38,12.15,,2.97,0.13,0.12,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-036-005, ,GL,50.79,1.69,14.66,,,,,10.24,,,7.32,12.25,,2.95,0.13,0.15,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-036-006, ,GL,50.53,1.64,15.05,,,,,10.02,,,7.28,12.16,,2.94,0.12,0.12,,,,,,,,,,,,,,,,,-31,-113.12,-2453,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-002, ,GL,50.4,1.56,15.29,,,,,10.23,,,7.87,11.49,,2.63,0.04,0.12,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
