Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
YAQ1973-052-004, ,GL,49.76,2.09,15.92,,,,,10.23,,,7.52,11.16,,2.84,0.24,0.23,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-011, ,GL,49.08,2,15.88,,,,,10.05,,,7.8,11.13,,2.79,0.26,0.21,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-014, ,GL,50.51,1.42,15.76,,,,,9.83,,,7.62,11.76,,2.73,0.02,0.09,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-015, ,GL,49.5,2.08,16.02,,,,,10.13,,,7.06,11.03,,2.94,0.35,0.24,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-026, ,GL,49.91,1.93,15.86,,,,,9.95,,,7.71,11.42,,2.89,0.25,0.23,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-029, ,GL,49.74,1.91,15.93,,,,,9.68,,,7.44,10.96,,2.94,0.25,0.23,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-037, ,GL,50.5,1.48,15.53,,,,,10.32,,,7.82,11.68,,2.67,0.03,0.12,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-058, ,GL,48.9,1.92,15.86,,,,,9.63,,,7.84,11.01,,2.84,0.24,0.21,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-083, ,GL,49.71,1.94,16.18,,,,,9.86,,,7.71,11.05,,2.96,0.24,0.19,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-121, ,GL,50.77,1.34,15.6,,,,,9.94,,,7.56,11.8,,2.69,0.01,0.08,,,,,,,,,,,,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-052-121, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-052-121, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.2,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-052-121, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.955,1498,,,,,,-30.99,-109.31,-3727,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-114-033, ,GL,49.58,1.28,15.29,,,,,9.6,,,7.82,12.57,,2.53,0.08,0.09,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-114-033, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-114-033, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.4,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-114-033, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.437,1412,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-114-034, ,GL,50.74,1.14,15.36,,,,,9.64,,,7.85,12.49,,2.45,0.1,0.08,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-114-034, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ1973 , 
YAQ1973-114-034, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.4,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ1973 , 
YAQ1973-114-034, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.593,1447,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ1973 , 
YAQ1973-114-037, ,GL,50.89,1.31,15.21,,,,,9.75,,,7.45,12.36,,2.71,0.07,0.07,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-114-040, ,GL,50.73,1.24,15.19,,,,,9.55,,,7.96,12.29,,2.46,0.09,0.09,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-114-041, ,GL,50.63,1.2,15.22,,,,,9.6,,,8,12.5,,2.54,0.08,0.07,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-114-044, ,GL,50.78,1.17,15.37,,,,,9.39,,,7.76,12.78,,2.38,0.24,0.08,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ1973-114-045, ,GL,50.82,1.2,15.6,,,,,9.34,,,7.81,12.78,,2.4,0.25,0.1,,,,,,,,,,,,,,,,,-6.25,-107.23,-3082,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ1973 , 
YAQ7105, ,GL,,,,,,,,,,,,,,,,,,,,0.02,0.131,,,,,,,,,,,,45,-130.178,-2260,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","DYMOND, 1973",SMA,YAQ71-05 , 
YAQ7305A-004-016, ,GL,50.71,1.95,14.95,,,,,10.92,,,6.67,10.52,,2.84,0.2,0.19,,,,,,,,,,,,,,,,,44.18,-129.55,-3354,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQUINA 75-03A , 
YAQ7401-001-007, ,GL,49.86,1.23,14.38,,,,,10.13,,,7.55,12.32,,3.07,0.08,0.15,,,,,,,,,,,,,,,,,45.77,-130.02,-2169,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","EABY, 1984",EMP,YAQ74-01 , 
YAQ7401-001-008, ,GL,50.39,1.25,14.59,,,,,11.02,,,7.55,12.66,,2.34,0.09,0.08,,,,,,,,,,,,,,,,,45.77,-130.02,-2169,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-001-009, ,GL,50.34,1.19,14.43,,,,,11.33,,,7.31,12.7,,2.39,0.1,0.08,,,,,,,,,,,,,,,,,45.77,-130.02,-2169,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-001-012, ,GL,49.7,1.15,15.03,,,,,10.23,,,7.73,13.32,,2.33,0.08,0.08,,,,,,,,,,,,,,,,,45.77,-130.02,-2169,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-001-034, ,GL,48.82,1.27,14.06,,,,,10.11,,,7.56,12.45,,3.04,0.09,0.14,,,,,,,,,,,,,,,,,45.77,-130.02,-2169,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","EABY, 1984",EMP,YAQ74-01 , 
YAQ7401-001-049, ,GL,49.92,1.19,14.78,,,,,11.02,,,7.51,12.64,,2.29,0.09,0.11,,,,,,,,,,,,,,,,,45.77,-130.02,-2169,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-001-055, ,GL,50.98,1.42,13.93,,,,,12.5,,,6.68,11.81,,2.49,0.08,0.11,,,,,,,,,,,,,,,,,45.77,-130.02,-2169,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-002-003, ,GL,49.9,1.61,14.07,,,,,11.72,,,6.81,11.87,,2.69,0.1,0.11,,,,,,,,,,,,,,,,,45.59,-129.98,-1235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-002-004, ,GL,50.08,1.33,14.67,,,,,10.93,,,7.39,12.81,,2.57,0.08,0.1,,,,,,,,,,,,,,,,,45.59,-129.98,-1235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-002-006, ,GL,50.25,1.59,14.46,,,,,11.85,,,6.88,11.85,,2.66,0.1,0.13,,,,,,,,,,,,,,,,,45.59,-129.98,-1235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-002-012, ,GL,50.47,1.61,14.03,,,,,11.68,,,6.77,11.96,,2.65,0.12,0.12,,,,,,,,,,,,,,,,,45.59,-129.98,-1235,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-003-005, ,GL,47.15,0.82,17.83,,,,,10.12,,,9.02,11.84,,2.16,0.05,0.05,,,,,,,,,,,,,,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-003-013, ,GL,46.88,0.82,17.76,,,,,10.18,,,9.63,12.23,,2.16,0.03,0.1,,,,,,,,,,,,,,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-003-013, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ74-01 , 
YAQ7401-003-013, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.4,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ74-01 , 
YAQ7401-003-013, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.28,1465,,,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ74-01 , 
YAQ7401-003-023, ,GL,49.9,1.64,13.98,,,,,12,,,6.69,11.96,,2.82,0.13,0.18,,,,,,,,,,,,,,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-003-023, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ74-01 , 
YAQ7401-003-023, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.8,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ74-01 , 
YAQ7401-003-023, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.18,1785,,,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ74-01 , 
YAQ7401-003-033, ,GL,47.18,0.84,17.61,,,,,10.04,,,9.53,11.6,,2.73,0.1,0.1,,,,,,,,,,,,,,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","EABY, 1984",EMP,YAQ74-01 , 
YAQ7401-003-041, ,GL,46.76,0.87,17.95,,,,,10.32,,,9.94,10.84,,2.2,0.02,,,,,,,,,,,,,,,,,,45.45,-130.13,-1250,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","EABY, 1984",EMP,YAQ74-01 , 
YAQ7401-004-002, ,GL,50.14,1.92,14.03,,,,,11.98,,,6.81,11.66,,2.45,0.16,0.22,,,,,,,,,,,,,,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-004-002, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ74-01 , 
YAQ7401-004-002, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.4,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ74-01 , 
YAQ7401-004-002, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.11,1763,,,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ74-01 , 
YAQ7401-004-003, ,GL,50.28,1.56,14.85,,,,,10.43,,,7.43,11.84,,2.4,0.19,0.18,,,,,,,,,,,,,,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-004-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ74-01 , 
YAQ7401-004-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ74-01 , 
YAQ7401-004-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.51,1547,,,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ74-01 , 
YAQ7401-004-006, ,GL,50.48,1.51,14.84,,,,,10.36,,,7.42,11.94,,2.44,0.17,0.21,,,,,,,,,,,,,,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-004-008, ,GL,49.47,1.45,12,,,,,9.44,,,6.21,8.91,,2.2,0.19,,,,,,,,,,,,,,,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","EABY, 1984",EMP,YAQ74-01 , 
YAQ7401-004-008, ,GL,50.41,1.52,14.82,,,,,10.42,,,7.34,11.84,,2.42,0.18,0.18,,,,,,,,,,,,,,,,,45.27,-130.13,-2400,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-005-003, ,GL,49.86,1.69,14.13,,,,,11.21,,,7.25,12.25,,2.33,0.14,0.2,,,,,,,,,,,,,,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-005-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ74-01 , 
YAQ7401-005-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.2,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ74-01 , 
YAQ7401-005-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.08,1647,,,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ74-01 , 
YAQ7401-005-005, ,GL,50.7,1.7,14.03,,,,,11.56,,,6.8,11.8,,2.49,0.12,0.17,,,,,,,,,,,,,,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-005-010, ,GL,50.45,1.66,13.98,,,,,11.52,,,6.87,11.77,,2.53,0.13,0.18,,,,,,,,,,,,,,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-005-012, ,GL,50.31,1.97,13.9,,,,,12.24,,,6.63,11.39,,2.44,0.17,0.2,,,,,,,,,,,,,,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-005-012, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,YAQ74-01 , 
YAQ7401-005-012, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,YAQ74-01 , 
YAQ7401-005-012, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.36,1808,,,,,,45.13,-130.12,-1303,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,YAQ74-01 , 
YAQ7401-006-005, ,GL,51.19,2.01,14.02,,,,,11.74,,,6.28,11.38,,2.57,0.18,0.23,,,,,,,,,,,,,,,,,44.76,-130.28,-2251,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-006-009, ,GL,51.2,1.86,14.03,,,,,11.89,,,6.46,11.77,,2.72,0.12,0.18,,,,,,,,,,,,,,,,,44.76,-130.28,-2251,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-006-010, ,GL,50.44,2.07,13.98,,,,,11.74,,,6.42,11.37,,2.54,0.18,0.23,,,,,,,,,,,,,,,,,44.76,-130.28,-2251,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-006-016, ,GL,50.92,1.94,14.12,,,,,11.39,,,6.62,11.46,,2.44,0.18,0.24,,,,,,,,,,,,,,,,,44.76,-130.28,-2251,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-007-001, ,GL,50.63,2.3,13.28,,,,,13.21,,,6.04,10.85,,2.64,0.16,0.22,,,,,,,,,,,,,,,,,44.42,-130.39,-1220,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-007-002, ,GL,50.67,2.32,13.41,,,,,13.68,,,5.66,10.57,,2.8,0.18,0.22,,,,,,,,,,,,,,,,,44.42,-130.39,-1220,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-007-006, ,GL,50.47,2.24,13.49,,,,,13.19,,,6.05,10.8,,2.69,0.15,0.22,,,,,,,,,,,,,,,,,44.42,-130.39,-1220,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQ7401-007-009, ,GL,50.77,2.33,13.3,,,,,13.59,,,5.75,10.32,,2.75,0.18,0.23,,,,,,,,,,,,,,,,,44.42,-130.39,-1220,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,YAQ74-01 , 
YAQDEFF-001-A, ,WR,49.8,2.94,13.2,,,,,13.9,,,5.86,9.55,,,0.22,,,,,,,,,,,,,,,,,,44.33,-129.92,-4000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-001-A, ,WR,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,44.33,-129.92,-4000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-001-R, ,WR,50.2,1.9,13.9,,,,,12,,,6,11,,,0.05,,,,,,,,,,,,,,,,,,44.33,-129.92,-4000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-001-R, ,WR,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,44.33,-129.92,-4000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-001-X, ,WR,48.1,2.37,13.1,,,,,14.8,,,6.6,10.65,,,0.05,,,,,,,,,,,,,,,,,,44.33,-129.92,-4000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-001-X, ,WR,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,44.33,-129.92,-4000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-001-X, ,WR,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,44.33,-129.92,-4000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",NN,YAQUINA-DEFF , 
YAQDEFF-002-A, ,WR,50.2,2.18,13.7,,,,,12.6,,,6.17,10.8,,,0.16,,,,,,,,,,,,,,,,,,44.597,-130.313,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-002-A, ,WR,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,44.597,-130.313,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-002-C, ,WR,50.1,2.18,13.8,,,,,12.3,,,6.11,10.9,,,0.16,,,,,,,,,,,,,,,,,,44.597,-130.313,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-002-C, ,WR,,,,,,,,,,,,,,2.83,,,,,,,,,,,,,,,,,,,44.597,-130.313,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-003-A, ,WR,48.9,1.9,14.4,,,,,11.9,,,7,11.6,,,0.08,,,,,,,,,,,,,,,,,,44.737,-129.35,-2562,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-003-A, ,WR,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,44.737,-129.35,-2562,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-003-E, ,WR,50.2,1.82,15.6,,,,,11.2,,,7.28,11.5,,,0.14,,,,,,,,,,,,,,,,,,44.737,-129.35,-2562,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-003-E, ,WR,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,44.737,-129.35,-2562,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-004-Z, ,WR,49.7,1.53,15.4,,,,,10.5,,,7.1,11.4,,,0.1,,,,,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-004-Z, ,WR,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-004-Z, ,WR,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",NN,YAQUINA-DEFF , 
YAQDEFF-005-A, ,WR,49.7,1.44,17.4,,,,,8.9,,,7.3,11.6,,,0.35,,,,,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-005-A, ,WR,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-007-F, ,WR,49.4,1.65,16.7,,,,,9.8,,,6,11.8,,,0.6,,,,,,,,,,,,,,,,,,41.393,-127.47,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-007-F, ,WR,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,41.393,-127.47,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-011-A, ,WR,49.8,1.25,16.2,,,,,9.5,,,7.4,11.9,,,0.12,,,,,,,,,,,,,,,,,,42.83,-126.92,-2200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-011-A, ,WR,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,,42.83,-126.92,-2200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
