Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
*BA52-007-005-VG2304, ,GL,50.64,1.07,14.49,,,,,11.7,,,7.47,12.22,,2.06,0.05,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-006-VG2285, ,GL,50.69,1.21,14.17,,,,,11.62,,,7.56,11.94,,1.99,0.04,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-006-VG2292, ,GL,50.51,1.09,14.38,,,,,11.65,,,7.67,11.96,,2.05,0.05,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-006-VG2298, ,GL,50.36,1.06,14.9,,,,,10.94,,,7.92,12.45,,1.94,0.06,0.08,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-006-VG2305, ,GL,50.08,1.17,13.53,,,,,12.12,,,7.15,11.79,,1.99,0.03,0.12,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-007-VG2286, ,GL,50.97,1.19,14.1,,,,,12.38,,,6.99,11.9,,2.05,0.06,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-007-VG2299, ,GL,50.8,1.09,14.53,,,,,11.72,,,7.68,11.98,,1.99,0.06,0.07,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-007-VG2306, ,GL,49.34,1.1,14.18,,,,,11.75,,,7.22,12.03,,1.98,0.06,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-008, ,GL,50.69,1.09,14.55,,,,,11.71,,,7.27,12.12,,2.02,0.04,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-009, ,GL,50.85,1.19,14.34,,,,,11.66,,,7.57,11.99,,2.08,0.04,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-010, ,GL,50.04,1.14,14.08,,,,,12.16,,,6.88,12.01,,2.09,0.04,0.08,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-011, ,GL,50.94,1.14,14.89,,,,,11.66,,,7.68,12.02,,2.07,0.06,0.06,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-012, ,GL,50.41,1.12,14.82,,,,,11.97,,,7.31,11.96,,1.97,0.04,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-013, ,GL,50.39,1.1,14.73,,,,,11.67,,,7.47,12.21,,2.05,0.05,0.07,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-014, ,GL,51.87,1.24,14.56,,,,,12.1,,,6.97,12.03,,2.08,0.06,0.08,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-015, ,GL,50.54,1.16,14.29,,,,,11.7,,,7.6,12.04,,2.02,0.04,0.08,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-016, ,GL,50.79,1.14,14.65,,,,,11.69,,,7.43,12,,2.04,0.05,0.08,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-017, ,GL,50.93,1.27,13.72,,,,,12.15,,,7.11,12.08,,2.05,0.04,0.07,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-018, ,GL,51.62,1.17,14.27,,,,,11.71,,,7.62,12.22,,2.01,0.04,0.06,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-019, ,GL,51.35,1.2,13.62,,,,,12.17,,,6.83,11.86,,2.02,0.05,0.06,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-020, ,GL,51.84,1.16,14.29,,,,,11.55,,,7.22,11.84,,2.09,0.04,0.07,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-021, ,GL,50.58,1.12,14.45,,,,,11.63,,,7.41,11.98,,2.02,0.05,0.11,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-VG2281, ,GL,51.29,1.26,13.97,,,,,12.27,,,6.91,11.82,,2.05,0.06,0.11,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-VG8275, ,GL,50.66,1.15,14.14,,,,,11.74,,,7.53,12.03,,2.02,0.05,0.12,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA75-014-VG1574, ,GL,51.05,0.95,15.36,,,,,8.71,,,8.08,13.22,,1.87,0.14,0.11,,,,,,,,,,,,,,,,,36.85,-32.97,-1200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*D10-1, ,GL,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,2.44,-95.62,-2743,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ITO, 1980",MS-ID,UNKNOWN , 
*IC-47, ,ROCK,48.26,1.76,15.16,,1.78,,10.14,,,0.19,7.9,12.49,,2.15,0.26,0.19,,,,0.04,0.24,,,,,,,,,,,,63.97,-21.74,,OCEAN_ISLAND,"BASALT, igneous:volcanic:mafic","SCHILLING, 1983",WET,UNKNOWN , 
*JC0300703D1-1, ,GL,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,-25.58,70.02,-3100,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",WET,UNKNOWN , 
*JC0300703D1-1, ,GL,51.86,1.35,15.64,,1.22,,,8.8,,0.16,8.04,11.05,,3.05,0.14,0.17,,,,,,,,,,,,,,,,,-25.58,70.02,-3100,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",EMP,UNKNOWN , 
*JC0300703D1-2, ,GL,,,,,,,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,-25.58,70.02,-3100,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",WET,UNKNOWN , 
*JC0300703D1-2, ,GL,51.81,1.44,15.73,,1.38,,,8.86,,0.16,7.75,11.22,,3.08,0.14,0.19,,,,,,,,,,,,,,,,,-25.58,70.02,-3100,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",EMP,UNKNOWN , 
*JC217D1(1), ,GL,,,,,,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,-25.66,70.05,-3800,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",WET,UNKNOWN , 
*JC217D1(1), ,GL,51.94,1.47,14.83,,1.23,,,8.77,,0.07,7.83,11.67,,2.97,0.14,0.17,,,,,,,,,,,,,,,,,-25.66,70.05,-3800,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",EMP,UNKNOWN , 
*KK-149-1, ,WR,52.41,1.38,14.78,,,,,9.17,,0.17,7.69,11.58,,2.96,0.31,,,,,,,,,,,,,,,,,,-6.02,-106.87,-2757,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,UNKNOWN , 
*KK-149-2, ,WR,51.2,1.42,14.3,,,,,9.09,,0.17,7.19,11.95,,2.78,0.28,,,,,,,,,,,,,,,,,,-6.02,-106.87,-2757,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,UNKNOWN , 
*KK-149-3, ,WR,51.47,1.4,14.42,,,,,9.31,,0.17,7.28,11.77,,3.12,0.33,,,,,,,,,,,,,,,,,,-6.02,-106.87,-2757,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,UNKNOWN , 
*KK-9, ,WR,52.13,2.04,14.3,,,,,11.45,,0.21,6.45,10.83,,2.77,0.14,,,,,,,,,,,,,,,,,,-14.03,-113.32,-3000,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHEIDEGGER, 1981",AAS,UNKNOWN , 
*KOLB-1A, ,ROCK,49.6,0.72,15.36,,2.6,,6.91,,,0.17,9.25,13.95,,1.84,0.04,0.04,,,,,,,,,,,,,,,,,67.16,-18.67,0,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHILLING, 1983",WET,UNKNOWN , 
*KOLB-2, ,ROCK,49.6,0.72,15.36,,2.6,,6.91,,,0.17,9.25,13.95,,1.84,0.04,0.04,,,,0.02,0.21,,,,,,,,,,,,67.16,-18.67,0,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SCHILLING, 1983",WET,UNKNOWN , 
*NEJTW, ,GL,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,51.48,-130.87,-1875,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MICHAEL, 1988",CHN-G,UNKNOWN , 
*NEJTW, ,GL,,1.59,,,,,,,,,,,,,1.94,0.68,,,,,,,,,,,,,,,,,51.48,-130.87,-1875,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MICHAEL, 1988",EMP,UNKNOWN , 
*NEJTW, ,GL,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,51.48,-130.87,-1875,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MICHAEL, 1995",FTIR,UNKNOWN , 
*NEJTW, ,GL,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,51.48,-130.87,-1875,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MICHAEL, 1995",EMP,UNKNOWN , 
*NILSSON-D4, ,GL,49.59,1.44,16.47,,,,,8.81,,0.17,8.02,12.07,,2.81,0.05,0.1,,,,,,,,,,,,,,,,,2.28,-101.48,,SPREADING_CENTER, ,"ALLAN, 1996",EMP,UNKNOWN , 
*PV17, ,WR,49.94,2.27,14.85,,2.17,,8.07,,,0.22,6.42,11.92,,2.7,0.26,0.18,,,,0.67,0.63,,,,,,,,,,,,40.38,-127.98,-1260,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ENGEL, 1964",NN,UNKNOWN , 
*PV17, ,WR,49.94,2.27,14.85,,2.17,,8.07,,,0.22,6.42,11.92,,2.7,0.26,0.18,,,,0.67,0.63,,,,,,,,,,,,40.38,-127.98,-1260,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ENGEL, 1963",NN,UNKNOWN , 
*SCHTOK-319-VG6596, ,GL,51.2,1.46,13.95,,,,,12.89,,,6.61,10.82,,2.26,0.16,0.14,,,,,,,,,,,,,,,,,18.15,39.98,-1470,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-407-VG6593, ,GL,49.61,1.58,15,,,,,12.02,,,7.56,11.27,,2.4,0.12,0.16,,,,,,,,,,,,,,,,,21.37,38.08,-2030,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-830-001, ,GL,50.81,1.46,15.05,,,,,10.1,,,7.57,12.1,,2.43,0.05,0.16,,,,,,,,,,,,,,,,,-20.29,-12.2,-3100,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-835-001, ,GL,51.52,1.66,15.07,,,,,9.96,,,7.24,11.48,,2.75,0.13,0.16,,,,,,,,,,,,,,,,,-23.32,-13.52,-3560,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-836-001B, ,GL,51.1,1.74,15.29,,,,,9.55,,,7.23,11.35,,2.96,0.14,0.18,,,,,,,,,,,,,,,,,-23.82,-13.76,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-838-001-R(4), ,GL,50.85,1.65,15.29,,,,,9.75,,,7.98,10.93,,2.92,0.09,0.16,,,,,,,,,,,,,,,,,-25.15,-13.72,-3500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-840-001, ,GL,51.41,1.24,15.45,,,,,8.83,,,7.95,12.32,,2.63,0.06,0.12,,,,,,,,,,,,,,,,,-26.06,-13.85,-3165,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-845-001A, ,GL,51.26,1.36,15.89,,,,,9,,,7.62,11.67,,2.96,0.23,0.13,,,,,,,,,,,,,,,,,-27.61,-12.83,-2570,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-845-003, ,GL,51.34,1.56,15.31,,,,,9.85,,,7.38,11.18,,3.08,0.13,0.17,,,,,,,,,,,,,,,,,-27.61,-12.83,-2570,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*SCHTOK-MC-007, ,GL,51.94,0.93,14.31,,,,,11.15,,,7.37,11.93,,2.01,0.11,0.11,,,,,,,,,,,,,,,,,17.92,40.08,-1600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*VG-0304, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.2,,,,45,-28,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,UNKNOWN , 
*VG-0304, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.92,1659,,,,,,45,-28,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*VG-0311, ,GL,51.091056,1.193964,15.007778,,,,,9.499464,,,8.310091,11.82881,,2.12,0.188178,0.159783,,,,,,,,,,,,,,,,,45,-28,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,UNKNOWN , 
*VG-0311, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.2,,,,45,-28,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,UNKNOWN , 
*VG-0311, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.385,1348,,,,,,45,-28,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*VG-3795, ,GL,50.84927,1.123335,15.21388,,,,,9.463764,,,8.133819,12.52492,,2.07,0.121394,0.080118,,,,,,,,,,,,,,,,,36,-33,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,UNKNOWN , 
*VG-3795, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.3,,,,36,-33,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,UNKNOWN , 
*VG-3795, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,,,,,,36,-33,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*VG1586, ,GL,49.58,1.36,16.52,,,,,9.64,,,7.75,10.76,,2.97,0.1,0.11,,,,,,,,,,,,,,,,,5.6,61.89,-2360,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*VG4979, ,GL,48.23,1.01,17.59,,,,,10.54,,,8.29,11.16,,2.76,0.05,0.08,,,,,,,,,,,,,,,,,5.99,-82.68,-496,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*VG4979, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,1474,,,,,,5.99,-82.68,-496,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*VG968, ,GL,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,28.9,-43.32,-3692,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ITO, 1980",MS-ID,UNKNOWN , 
078_I5.27N, ,GL,50.3,1.44,15.62,,,,10.06,,,0.02,8.47,10.95,,3.19,0.08,,,,,,,,,,,,,,,,,,5.45,61.83,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","COHEN, 1982",EMP,UNKNOWN , 
09N039W-UDM-HOST, ,GL,49.7,1.25,15.9,,,,,9.2,,0.2,8.1,11.8,,2.58,0.1,,,,,,,,,,,,,,,,,,9,-39.5,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","SOBOLEV, 1993",EMP,UNKNOWN , 
108DR1, ,GL,50.33,1.44,14.98,,,,,9.068,,0.14,7.8,11.89,,2.91,0.12,,,,,,,,,,,,,,,,,,11.43,-104,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","PRINZHOFER, 1989",EMP,UNKNOWN , 
108DR4, ,GL,51.47,1.4,14.78,,,,,9.169,,0.17,7.786,11.41,,2.89,0.37,,,,,,,,,,,,,,,,,,13,-104,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","PRINZHOFER, 1989",EMP,UNKNOWN , 
173_A59.46N, ,GL,52.47,1.1,13.54,,,,,12.03,,0.15,6.83,11.83,,2.21,,,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","COHEN, 1980",EMP,UNKNOWN , 
173_P44.40N, ,GL,51.54,1.88,13.47,,,,,11.63,,0.1,6.73,11,,2.67,0.06,,,,,,,,,,,,,,,,,,44.67,-130.5,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","COHEN, 1980",EMP,UNKNOWN , 
438H18, ,ROCK,47.8,2.14,15.5,,3.22,,,,,0.17,9.38,10.1,,3.04,0.62,0.31,,,,,,,,,,,,,,,,,16.88,41.47,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",XRF,UNKNOWN , 
438H18, ,ROCK,,,,,,,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,16.88,41.47,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
438H18, ,ROCK,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,16.88,41.47,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
438Z10, ,ROCK,48,2.03,15.3,,1.92,,,,,0.15,9.9,10.1,,3.19,0.76,0.42,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",XRF,UNKNOWN , 
438Z10, ,ROCK,,,,,,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
438Z10, ,ROCK,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
438Z4, ,ROCK,47.9,2.81,16.1,,3.22,,,,,0.16,6.32,11.2,,3.33,0.81,0.51,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",XRF,UNKNOWN , 
438Z4, ,ROCK,,,,,,,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
438Z4, ,ROCK,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
438Z48, ,ROCK,48,2.01,15.3,,2.36,,,,,0.15,10,10.1,,3.15,0.75,0.4,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",XRF,UNKNOWN , 
438Z48, ,ROCK,,,,,,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
438Z48, ,ROCK,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ALTHERR, 1988",TITR,UNKNOWN , 
446-02G, ,GL,,,,,,,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,-27.99,63.91,-4860,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",WET,UNKNOWN , 
446-02G, ,GL,51.75,1.73,15.48,,1.57,,,9.5,,0.18,6.1,10.1,,4.46,0.31,0.21,,,,,,,,,,,,,,,,,-27.99,63.91,-4860,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",EMP,UNKNOWN , 
454-R0G, ,GL,,,,,,,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,-27.99,63.91,-4860,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",WET,UNKNOWN , 
454-R0G, ,GL,51.9,1.47,16.03,,1.11,,,8.37,,0.16,6.8,10.74,,4.24,0.27,0.2,,,,,,,,,,,,,,,,,-27.99,63.91,-4860,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","BEZOS, 2005",EMP,UNKNOWN , 
466CHEM-DJ02, ,WR,49.09,2.38,17.83,,,,,10.31,,0.16,5.06,11.68,,2.94,0.39,,,,,,,,,,,,,,,,,,11.6,42.522,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ02, ,WR,49.09,2.38,17.83,,,,,10.31,,0.16,5.06,11.68,,2.94,0.39,,,,,,,,,,,,,,,,,,11.6,42.52,0,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ03, ,WR,49.06,1.78,20.03,,,,,8.35,,0.12,4.79,12.99,,2.5,0.26,,,,,,,,,,,,,,,,,,11.6,42.53,-10,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ05, ,WR,50.58,3.18,13.68,,,,,14.45,,0.26,4.41,8.86,,3.72,0.65,,,,,,,,,,,,,,,,,,11.6,42.517,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ05, ,WR,50.58,3.18,13.68,,,,,14.45,,0.26,4.41,8.86,,3.72,0.65,,,,,,,,,,,,,,,,,,11.6,42.52,0,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ09, ,WR,50.89,3.16,13.78,,,,,14.41,,0.28,4.33,8.39,,3.88,0.66,,,,,,,,,,,,,,,,,,11.6,42.51,-125,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ18, ,WR,52.79,3.09,14.57,,,,,12.27,,0.22,4.02,8.04,,3.96,0.85,,,,,,,,,,,,,,,,,,11.6,42.505,-125,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ18, ,WR,52.79,3.09,14.57,,,,,12.27,,0.22,4.02,8.04,,3.96,0.85,,,,,,,,,,,,,,,,,,11.6,42.51,-125,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ21, ,WR,54.38,2.67,14.56,,,,,12.4,,0.28,3.33,7.06,,4.21,0.91,,,,,,,,,,,,,,,,,,11.6,42.498,-200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ21, ,WR,54.38,2.67,14.56,,,,,12.4,,0.28,3.33,7.06,,4.21,0.91,,,,,,,,,,,,,,,,,,11.6,42.5,-200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ23, ,WR,48.17,1.03,21.39,,,,,6.52,,0.12,6.62,13.8,,2.09,0.15,,,,,,,,,,,,,,,,,,11.6,42.492,100,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ23, ,WR,48.17,1.03,21.39,,,,,6.52,,0.12,6.62,13.8,,2.09,0.15,,,,,,,,,,,,,,,,,,11.6,42.49,100,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
466CHEM-DJ26, ,WR,49.87,3.56,13.5,,,,,14.44,,0.28,4.75,9.27,,3.52,0.59,,,,,,,,,,,,,,,,,,11.6,42.495,-200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2013",XRF,UNKNOWN , 
