Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
*BA52-005-053, ,GL,50.42,1.52,14.36,,,,,12.44,,,6.64,11.31,,2.18,0.17,0.16,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-053, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.47,1747,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-054, ,GL,50.32,1.53,14.46,,,,,12.47,,,6.76,11.37,,2.12,0.19,0.19,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-054, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.53,1747,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-055, ,GL,50.84,1.48,14.27,,,,,12.31,,,7.18,11.33,,2.17,0.16,0.2,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-055, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.67,1763,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-056, ,GL,50.54,1.58,14.38,,,,,12.16,,,6.94,11.52,,2.11,0.18,0.16,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-056, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.48,1736,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-057, ,GL,51.39,1.56,14.5,,,,,12.26,,,7.07,11.36,,2.11,0.18,0.12,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-057, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.86,1777,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-058, ,GL,50.66,1.52,14.52,,,,,12.42,,,6.83,11.38,,2.14,0.18,0.15,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-058, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.67,1757,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-059, ,GL,50.93,1.54,14.16,,,,,12.61,,,6.61,11.27,,2.13,0.18,0.16,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-059, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,1791,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-060, ,GL,51.22,1.53,14.07,,,,,12.32,,,6.68,11.42,,2.12,0.18,0.15,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-060, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.74,1764,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-005-061, ,GL,51.13,1.52,14.54,,,,,12.6,,,6.58,11.54,,2.1,0.16,0.12,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-062, ,GL,49.63,1.53,13.98,,,,,12.54,,,6.75,11.45,,2.08,0.16,0.08,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-063, ,GL,45.3,5.43,11.55,,,,,17.37,,,4.58,10.4,,2.85,0.62,0.42,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-064, ,GL,50.65,1.55,14.21,,,,,12.55,,,7.47,11.36,,2.04,0.16,0.1,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-065, ,GL,50.25,1.5,13.75,,,,,12.67,,,6.93,11.41,,2.07,0.15,0.11,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-066, ,GL,50.63,1.66,14.03,,,,,12.8,,,6.56,11.39,,2.13,0.19,0.12,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-067, ,GL,50.55,1.56,14.02,,,,,12.79,,,6.85,11.48,,2.18,0.2,0.12,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-VG1879, ,GL,50.07,1.63,13.75,,,,,12.37,,,6.84,11.39,,2.05,0.17,0.16,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-VG2328, ,GL,50.14,1.64,13.72,,,,,12.83,,,6.29,11.53,,2.15,0.18,0.11,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-005-VG2329, ,GL,50.41,1.61,13.58,,,,,12.95,,,6.59,11.32,,2.16,0.2,0.13,,,,,,,,,,,,,,,,,61.99,-26.59,-585,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-001, ,GL,51.42,1.23,13.94,,,,,12.16,,,7,12.01,,2.11,0.06,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-002-VG2261, ,GL,51.36,1.16,14.06,,,,,12.22,,,6.98,12.04,,2.14,0.06,0.12,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-002-VG2266, ,GL,51.6,1.22,14.2,,,,,12.31,,,7.06,12.03,,2.14,0.07,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-003-VG2262, ,GL,51.48,1.26,14.19,,,,,12.55,,,7.15,12.09,,2.11,0.07,0.09,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-003-VG2267, ,GL,51.37,1.24,13.65,,,,,12.57,,,7.05,11.87,,2.14,0.07,0.11,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-004, ,GL,51.34,1.21,13.85,,,,,12.43,,,7.12,11.91,,2.12,0.06,0.11,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-005-VG2269, ,GL,51.79,1.25,13.67,,,,,12.45,,,7.2,11.87,,2.14,0.05,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-005-VG2330, ,GL,51.34,1.27,14.3,,,,,12.26,,,7.23,12.04,,2.02,0.07,0.07,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-006, ,GL,51.66,1.28,13.67,,,,,12.7,,,7.11,12.31,,2.24,0.09,0.11,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-007, ,GL,51.52,1.25,13.97,,,,,12.65,,,7.17,12.28,,2.14,0.06,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-008, ,GL,51.64,1.33,13.82,,,,,12.55,,,6.73,12.12,,2.17,0.08,0.11,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-009, ,GL,51.55,1.24,13.63,,,,,12.44,,,7.09,12.24,,2.14,0.07,0.11,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-010, ,GL,50.62,1.25,14.3,,,,,12.45,,,7.02,11.94,,2.12,0.06,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-011, ,GL,52.78,1.34,13.93,,,,,12.83,,,6.98,12.39,,2.17,0.08,0.12,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-012, ,GL,51.74,1.24,13.86,,,,,12.44,,,6.63,12.05,,2.14,0.07,0.11,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-013, ,GL,51.57,1.22,13.65,,,,,12.29,,,7.05,12.17,,2.12,0.06,0.08,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-014, ,GL,50.71,1.26,13.97,,,,,12.21,,,6.79,11.92,,2.1,0.05,0.08,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-015, ,GL,51.23,1.23,13.76,,,,,12.27,,,6.71,11.96,,2.11,0.07,0.09,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-016, ,GL,50.75,1.31,14.3,,,,,12.01,,,7.16,11.81,,2.04,0.06,0.09,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-017, ,GL,51.75,1.46,13.65,,,,,13.23,,,6.61,11.35,,2.16,0.07,0.13,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-018, ,GL,51.8,1.27,14.01,,,,,11.99,,,6.8,12.04,,2.11,0.06,0.07,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-019, ,GL,51.99,1.28,13.88,,,,,12.08,,,6.96,11.86,,2.08,0.06,0.06,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-020, ,GL,50.98,1.27,14.04,,,,,12.12,,,6.92,11.99,,2.03,0.07,0.09,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-021, ,GL,52.09,1.22,14,,,,,12.01,,,6.85,11.94,,2.02,0.06,0.07,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-022, ,GL,52.07,1.25,14.02,,,,,12.07,,,6.7,11.95,,2.12,0.09,0.08,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-023, ,GL,51.66,1.24,13.6,,,,,12.22,,,6.82,11.84,,2.05,0.06,0.07,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-024, ,GL,51.57,1.12,13.67,,,,,12.18,,,6.76,11.86,,2.1,0.07,0.08,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-025, ,GL,51.43,1.27,13.94,,,,,12.02,,,7.46,11.75,,2.05,0.08,0.08,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-025, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.96,1757,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-006-026, ,GL,51.81,1.17,14,,,,,12.11,,,7.32,11.82,,2.17,0.09,0.12,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-026, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.13,1825,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-006-027, ,GL,50.83,1.2,13.96,,,,,12.14,,,6.91,11.89,,2.02,0.07,0.08,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-027, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.94,1788,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-006-028, ,GL,51.49,1.18,14.18,,,,,12.11,,,7.14,11.81,,2.1,0.07,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-028, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.07,1808,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-006-029, ,GL,51.62,1.16,13.76,,,,,12.11,,,7.11,11.81,,2.07,0.07,0.09,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-029, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.05,1802,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-006-030, ,GL,51.7,1.27,13.86,,,,,12.2,,,6.99,11.89,,2.16,0.09,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-030, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.25,1831,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-006-031, ,GL,51.5,1.19,13.63,,,,,12.1,,,6.73,11.88,,2.06,0.06,0.08,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-031, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.08,1803,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-006-VG1877, ,GL,51.14,1.26,13.74,,,,,12.13,,,6.63,11.92,,2.09,0.07,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-VG1878, ,GL,50.94,1.24,13.65,,,,,12.03,,,6.87,11.87,,2.05,0.05,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-VG2263, ,GL,51.25,1.21,14.3,,,,,12.4,,,7.1,12.11,,2.15,0.06,0.11,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-VG2264, ,GL,51.52,1.26,14.49,,,,,12.4,,,7.27,11.98,,2.09,0.05,0.1,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-VG2265, ,GL,51.83,1.28,13.82,,,,,12.59,,,7.04,12.09,,2.16,0.07,0.12,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-006-VG8276, ,GL,51.38,1.22,13.74,,,,,12.17,,,6.87,11.84,,2.13,0.09,0.09,,,,,,,,,,,,,,,,,59.77,-29.8,-927,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-001-VG2280, ,GL,52.06,1.21,14.15,,,,,12.36,,,7.03,11.69,,2.1,0.04,0.11,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-001-VG2287, ,GL,50.9,1.13,14.78,,,,,11.66,,,7.46,11.87,,2.05,0.05,0.12,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-001-VG2293, ,GL,52.07,1.28,14.1,,,,,12.4,,,7.53,12.17,,2.07,0.05,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-001-VG2300, ,GL,50.49,1.23,13.97,,,,,12.2,,,6.67,12.01,,2.04,0.04,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-002, ,GL,50.48,1.07,14.4,,,,,11.72,,,7.34,12.08,,2.05,0.05,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-002-VG2288, ,GL,50.1,1.09,14.67,,,,,11.8,,,7.5,12.15,,2.07,0.05,0.11,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-002-VG2294, ,GL,51.17,1.08,14.38,,,,,11.14,,,7.72,12.63,,1.93,0.07,0.07,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-003-VG2282, ,GL,50.61,1.11,14.29,,,,,11.93,,,7.64,12.01,,2.04,0.05,0.08,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-003-VG2289, ,GL,50.52,1.17,14.68,,,,,11.49,,,7.35,11.92,,2,0.05,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-003-VG2295, ,GL,50.99,1.13,13.78,,,,,12.12,,,7.13,11.99,,2.04,0.06,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-003-VG2302, ,GL,49.94,1.13,14.26,,,,,11.79,,,7.41,12.1,,1.98,0.04,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-004-VG2283, ,GL,51.22,1.09,14.96,,,,,11.85,,,7.37,11.93,,2.03,0.03,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-004-VG2290, ,GL,51.12,1.08,14.11,,,,,11.7,,,7.53,12.21,,2.03,0.04,0.1,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-004-VG2290, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.77,1691,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2291, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,1679,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2292, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,1664,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2293, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.28,1774,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2294, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.05,1613,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2295, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,12.02,1733,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2296, ,GL,51.28,1.08,14.23,,,,,11.88,,,7.3,12.11,,2.04,0.06,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-004-VG2296, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.74,1682,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2297, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.98,1615,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2298, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,10.87,1592,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2299, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.56,1667,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,UNKNOWN , 
*BA52-007-004-VG2303, ,GL,49.97,1.1,14.37,,,,,11.57,,,7.45,12.04,,2.02,0.03,0.09,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-005-VG2284, ,GL,50.47,1.02,14.38,,,,,11.02,,,7.5,12.37,,1.98,0.05,0.11,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-005-VG2291, ,GL,50.88,1.08,14.47,,,,,11.72,,,7.68,12.11,,2.07,0.05,0.11,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
*BA52-007-005-VG2297, ,GL,50.95,1.09,14.85,,,,,11,,,7.67,12.52,,1.97,0.04,0.11,,,,,,,,,,,,,,,,,59.75,-29.87,-1037,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,UNKNOWN , 
