Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
KAK1979-010-022, ,GL,49.08,0.81,17.74,,,,,9.07,,,9.29,12.54,,2.11,0.04,0.09,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-022, ,GL,49.08,0.81,17.74,,,,,9.07,,,9.29,12.54,,2.11,0.04,0.09,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-022, ,GL,49.08,0.81,17.74,,,,,9.07,,,9.29,12.54,,2.11,0.04,0.09,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-022, ,GL,49.08,0.81,17.74,,,,,9.07,,,9.29,12.54,,2.11,0.04,0.09,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-022, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.98,1335,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-022, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.98,1335,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-022, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.98,1335,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-023, ,GL,48.87,0.81,17.58,,,,,9.04,,,9.4,12.57,,2.04,0.03,0.09,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-023, ,GL,48.87,0.81,17.58,,,,,9.04,,,9.4,12.57,,2.04,0.03,0.09,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-023, ,GL,48.87,0.81,17.58,,,,,9.04,,,9.4,12.57,,2.04,0.03,0.09,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-023, ,GL,48.87,0.81,17.58,,,,,9.04,,,9.4,12.57,,2.04,0.03,0.09,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-023, ,GL,48.87,0.81,17.58,,,,,9.04,,,9.4,12.57,,2.04,0.03,0.09,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-023, ,GL,48.87,0.81,17.58,,,,,9.04,,,9.4,12.57,,2.04,0.03,0.09,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-023, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.936,1327,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-023, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.936,1327,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-023, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.936,1327,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-024, ,GL,48.74,0.84,17.31,,,,,8.97,,,9.5,12.53,,2.06,0.03,0.08,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-024, ,GL,48.74,0.84,17.31,,,,,8.97,,,9.5,12.53,,2.06,0.03,0.08,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-024, ,GL,48.74,0.84,17.31,,,,,8.97,,,9.5,12.53,,2.06,0.03,0.08,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-024, ,GL,48.74,0.84,17.31,,,,,8.97,,,9.5,12.53,,2.06,0.03,0.08,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-024, ,GL,48.74,0.84,17.31,,,,,8.97,,,9.5,12.53,,2.06,0.03,0.08,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-024, ,GL,48.74,0.84,17.31,,,,,8.97,,,9.5,12.53,,2.06,0.03,0.08,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-024, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.798,1309,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-024, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.798,1309,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-024, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.798,1309,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-025, ,GL,48.81,0.81,17.52,,,,,9.02,,,9.17,12.69,,2.14,0.04,0.1,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-025, ,GL,48.81,0.81,17.52,,,,,9.02,,,9.17,12.69,,2.14,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-025, ,GL,48.81,0.81,17.52,,,,,9.02,,,9.17,12.69,,2.14,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-025, ,GL,48.81,0.81,17.52,,,,,9.02,,,9.17,12.69,,2.14,0.04,0.1,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-025, ,GL,48.81,0.81,17.52,,,,,9.02,,,9.17,12.69,,2.14,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-025, ,GL,48.81,0.81,17.52,,,,,9.02,,,9.17,12.69,,2.14,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-025, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.907,1333,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-025, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.907,1333,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-025, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.907,1333,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-026, ,GL,49.61,0.89,17.05,,,,,9.01,,,8.98,12.76,,2.08,0.04,0.1,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-026, ,GL,49.61,0.89,17.05,,,,,9.01,,,8.98,12.76,,2.08,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-026, ,GL,49.61,0.89,17.05,,,,,9.01,,,8.98,12.76,,2.08,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-026, ,GL,49.61,0.89,17.05,,,,,9.01,,,8.98,12.76,,2.08,0.04,0.1,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-026, ,GL,49.61,0.89,17.05,,,,,9.01,,,8.98,12.76,,2.08,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-026, ,GL,49.61,0.89,17.05,,,,,9.01,,,8.98,12.76,,2.08,0.04,0.1,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-026, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,1345,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-026, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,1345,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-026, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,1345,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-010-029, ,GL,48.5,0.81,17.63,,,,,8.96,,,9,12.49,,2.07,0.05,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-029, ,GL,48.5,0.81,17.63,,,,,8.96,,,9,12.49,,2.07,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-029, ,GL,48.5,0.81,17.63,,,,,8.96,,,9,12.49,,2.07,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-029, ,GL,48.5,0.81,17.63,,,,,8.96,,,9,12.49,,2.07,0.05,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-029, ,GL,48.5,0.81,17.63,,,,,8.96,,,9,12.49,,2.07,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-029, ,GL,48.5,0.81,17.63,,,,,8.96,,,9,12.49,,2.07,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-030, ,ROCK,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-010-030, ,ROCK,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-010-030, ,ROCK,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-010-030, ,GL,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-030, ,GL,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-030, ,GL,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-030T, ,GL,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-030T, ,GL,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-030T, ,GL,48.23,0.83,17.48,,,,,8.95,,,9.24,12.34,,2.08,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-031, ,GL,48.66,0.87,17.14,,,,,9.1,,,9.2,12.38,,2.06,0.04,0.08,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-031, ,GL,48.66,0.87,17.14,,,,,9.1,,,9.2,12.38,,2.06,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-031, ,GL,48.66,0.87,17.14,,,,,9.1,,,9.2,12.38,,2.06,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-031, ,GL,48.66,0.87,17.14,,,,,9.1,,,9.2,12.38,,2.06,0.04,0.08,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-031, ,GL,48.66,0.87,17.14,,,,,9.1,,,9.2,12.38,,2.06,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-031, ,GL,48.66,0.87,17.14,,,,,9.1,,,9.2,12.38,,2.06,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-032, ,GL,47.96,1,17.4,,,,,9.55,,,8.88,12.03,,2.31,0.04,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-032, ,GL,47.96,1,17.4,,,,,9.55,,,8.88,12.03,,2.31,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-032, ,GL,47.96,1,17.4,,,,,9.55,,,8.88,12.03,,2.31,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-032, ,GL,47.96,1,17.4,,,,,9.55,,,8.88,12.03,,2.31,0.04,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-032, ,GL,47.96,1,17.4,,,,,9.55,,,8.88,12.03,,2.31,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-032, ,GL,47.96,1,17.4,,,,,9.55,,,8.88,12.03,,2.31,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-033, ,GL,48.24,0.83,17.35,,,,,9.01,,,9.44,12.29,,2.02,0.04,0.08,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-033, ,GL,48.24,0.83,17.35,,,,,9.01,,,9.44,12.29,,2.02,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-033, ,GL,48.24,0.83,17.35,,,,,9.01,,,9.44,12.29,,2.02,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-033, ,GL,48.24,0.83,17.35,,,,,9.01,,,9.44,12.29,,2.02,0.04,0.08,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-033, ,GL,48.24,0.83,17.35,,,,,9.01,,,9.44,12.29,,2.02,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-033, ,GL,48.24,0.83,17.35,,,,,9.01,,,9.44,12.29,,2.02,0.04,0.08,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-034, ,ROCK,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-010-034, ,ROCK,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-010-034, ,ROCK,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-010-034, ,GL,,,,,,10.45,,,,,12.19,,,,,,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",DCP,KK1979 , 
KAK1979-010-034, ,GL,,,,,,10.45,,,,,12.19,,,,,,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",DCP,KK1979 , 
KAK1979-010-034, ,GL,,,,,,10.45,,,,,12.19,,,,,,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",DCP,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",SP-PH,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",SP-PH,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",SP-PH,KK1979 , 
KAK1979-010-034, ,GL,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-034, ,GL,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-034, ,GL,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,1059,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2009",SIMS,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,1059,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2009",SIMS,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,1059,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KELLEY, 2009",SIMS,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","COTTRELL, 2011",FTIR,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","COTTRELL, 2011",FTIR,KK1979 , 
KAK1979-010-034, ,GL,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","COTTRELL, 2011",FTIR,KK1979 , 
KAK1979-010-034T, ,GL,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-034T, ,GL,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-034T, ,GL,48.06,0.99,17.33,,,,,9.49,,,8.99,12.02,,2.35,0.05,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-035, ,GL,48.55,0.81,17.36,,,,,8.99,,,9.59,12.4,,2.05,0.04,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-035, ,GL,48.55,0.81,17.36,,,,,8.99,,,9.59,12.4,,2.05,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-94.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-035, ,GL,48.55,0.81,17.36,,,,,8.99,,,9.59,12.4,,2.05,0.04,0.07,,,,,,,,,,,,,,,,,2.6378,-95.4925,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-010-035, ,GL,48.55,0.81,17.36,,,,,8.99,,,9.59,12.4,,2.05,0.04,0.07,,,,,,,,,,,,,,,,,2.635,-95.493,-2370,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
