Sample_ID,IGSN,Material,He,He3,He4,He3_He4,He3_He4(R/Ra),He4_Ar40,Ar,Ar36,Ar38,Ar40,Ar40_RG,Ar38_Ar36,Ar36_Ar40,Ar40_Ar36,Ar40_Ar39,Ne,Ne20,Ne22,Ne20_Ne22,Ne21_Ne22,Kr78,Kr82,Kr83,Kr84,Kr86,Kr90,Xe124,Xe126,Xe128,Xe129,Xe130,Xe131,Xe132,Xe134,Xe136,Xe129_Xe132,Xe136_Xe132,U234_ACTIVITY,U238_ACTIVITY,U234_U238_ACTIVITY,U234_U238,U238_Th230,U238_Th232_ACTIVITY,U238_Th232,U238_Pb204,DELTA_U234,Th230_ACTIVITY,Th232_ACTIVITY,Th230_Th232,Th230_Th232_ACTIVITY,Th230_U238_ACTIVITY,Th230_U238,Th232_U238,Th232_Pb204,Th228_Th232,Ra226,Ra226_ACTIVITY,Ra226_Th230,Ra226_Th230_ACTIVITY,Pb210,CO2,F,Cl,N2,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
MOA8518-041-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-3.2,150.2083333,-2375,BACK-ARC_BASIN,"ANDESITE, igneous:volcanic:intermediate","SHAW, 2004",MANO,MW8518 , 
MOA8518-041-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,-3.2,150.2083333,-2375,BACK-ARC_BASIN,"ANDESITE, igneous:volcanic:intermediate","SHAW, 2004",MANO,MW8518 , 
MOA8518-041-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,-3.2,150.2083333,-2375,BACK-ARC_BASIN,"ANDESITE, igneous:volcanic:intermediate","SHAW, 2004",MANO,MW8518 , 
MOA8518-041-003, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,151,1659,,-3.2,150.2083333,-2375,BACK-ARC_BASIN,"BASALTIC ANDESITE, igneous:volcanic:intermediate","SHAW, 2012",IMP,MW8518 , 
MOA8518-041-004, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,-3.2,150.2083333,-2375,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SINTON, 2003",NN,MW8518 , 
MOA8518-041-A, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.212,,-3.2,150.2083333,-2375,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SINTON, 2003",MS,MW8518 , 
MOA8518-041-B, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.333,,-3.2,150.2083333,-2375,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SINTON, 2003",MS,MW8518 , 
MOA8518-042-001, ,GL,3.23E-07,,,,11.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","MACPHERSON, 1998",MS,MW8518 , 
MOA8518-042-001, ,GL,0.00000034,,,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","MACPHERSON, 1998",MS,MW8518 , 
MOA8518-042-001, ,GL,,,0.00000213,,,,,,,,,,,,,,1.02E-10,,10.12,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2001",MS,MW8518 , 
MOA8518-042-001, ,GL,,,7.86E-08,,,,,,,,,,,,,,1.58E-10,,9.91,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2001",MS,MW8518 , 
MOA8518-042-001, ,GL,,,0.00000221,,,,,,,,,,,,,,2.60E-10,,9.99,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2001",MS,MW8518 , 
MOA8518-042-001, ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SINTON, 2003",NN,MW8518 , 
MOA8518-042-001, ,GL,,,0.000000221,,,,,,,0.000000073,1.23E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2004",MS,MW8518 , 
MOA8518-042-001, ,GL,,,0.000000213,,,,,,,2.24E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2004",MS,MW8518 , 
MOA8518-042-001, ,GL,,,7.86E-09,,,1.05,,,,0.000000051,7.50E-09,,,347.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2004",MS,MW8518 , 
MOA8518-042-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2004",MANO,MW8518 , 
MOA8518-042-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2004",MANO,MW8518 , 
MOA8518-042-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4,,,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2004",MANO,MW8518 , 
MOA8518-042-001, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,185,592,,-3.16,150.285,-2480,BACK-ARC_BASIN,"BASALT, igneous:volcanic:mafic","SHAW, 2012",IMP,MW8518 , 
